"","index"
"661",2468.110107
"662",2430.01001
"663",2425.550049
"664",2428.370117
"665",2452.51001
"666",2444.040039
"667",2438.969971
"668",2443.050049
"669",2444.23999
"670",2446.300049
"671",2457.590088
"672",2471.649902
"673",2476.550049
"674",2457.850098
"675",2465.540039
"676",2465.100098
"677",2461.429932
"678",2488.110107
"679",2496.47998
"680",2498.370117
"681",2495.620117
"682",2500.22998
"683",2503.870117
"684",2506.649902
"685",2508.23999
"686",2500.600098
"687",2502.219971
"688",2496.659912
"689",2496.840088
"690",2507.040039
"691",2510.060059
"692",2519.360107
"693",2529.120117
"694",2534.580078
"695",2537.73999
"696",2552.070068
"697",2549.330078
"698",2544.72998
"699",2550.639893
"700",2555.23999
"701",2550.929932
"702",2553.169922
"703",2557.639893
"704",2559.360107
"705",2561.26001
"706",2562.100098
"707",2575.209961
"708",2564.97998
"709",2569.129883
"710",2557.149902
"711",2560.399902
"712",2581.070068
"713",2572.830078
"714",2575.26001
"715",2579.360107
"716",2579.850098
"717",2587.840088
"718",2591.129883
"719",2590.639893
"720",2594.379883
"721",2584.620117
"722",2582.300049
"723",2584.840088
"724",2578.870117
"725",2564.620117
"726",2585.639893
"727",2578.850098
"728",2582.139893
"729",2599.030029
"730",2597.080078
"731",2602.419922
"732",2601.419922
"733",2627.040039
"734",2626.070068
"735",2647.580078
"736",2642.219971
"737",2639.439941
"738",2629.570068
"739",2629.27002
"740",2636.97998
"741",2651.5
"742",2659.98999
"743",2664.110107
"744",2662.850098
"745",2652.01001
"746",2675.810059
"747",2690.159912
"748",2681.469971
"749",2679.25
"750",2684.570068
"751",2683.340088
"752",2680.5
"753",2682.620117
"754",2687.540039
"755",2673.610107
"756",2695.810059
"757",2713.060059
"758",2723.98999
"759",2743.149902
"760",2747.709961
"761",2751.290039
"762",2748.22998
"763",2767.560059
"764",2786.23999
"765",2776.419922
"766",2802.560059
"767",2798.030029
"768",2810.300049
"769",2832.969971
"770",2839.129883
"771",2837.540039
"772",2839.25
"773",2872.870117
"774",2853.530029
"775",2822.429932
"776",2823.810059
"777",2821.97998
"778",2762.129883
"779",2648.939941
"780",2695.139893
"781",2681.659912
"782",2581
"783",2619.550049
"784",2656
"785",2662.939941
"786",2698.629883
"787",2731.199951
"788",2732.219971
"789",2716.26001
"790",2701.330078
"791",2703.959961
"792",2747.300049
"793",2779.600098
"794",2744.280029
"795",2713.830078
"796",2677.669922
"797",2691.25
"798",2720.939941
"799",2728.120117
"800",2726.800049
"801",2738.969971
"802",2786.570068
"803",2783.02002
"804",2765.310059
"805",2749.47998
"806",2747.330078
"807",2752.01001
"808",2712.919922
"809",2716.939941
"810",2711.929932
"811",2643.689941
"812",2588.26001
"813",2658.550049
"814",2612.620117
"815",2605
"816",2640.870117
"817",2581.879883
"818",2614.449951
"819",2644.689941
"820",2662.840088
"821",2604.469971
"822",2613.159912
"823",2656.870117
"824",2642.189941
"825",2663.98999
"826",2656.300049
"827",2677.840088
"828",2706.389893
"829",2708.639893
"830",2693.129883
"831",2670.139893
"832",2670.290039
"833",2634.560059
"834",2639.399902
"835",2666.939941
"836",2669.909912
"837",2648.050049
"838",2654.800049
"839",2635.669922
"840",2629.72998
"841",2663.419922
"842",2672.629883
"843",2671.919922
"844",2697.790039
"845",2723.070068
"846",2727.719971
"847",2730.129883
"848",2711.449951
"849",2722.459961
"850",2720.129883
"851",2712.969971
"852",2733.01001
"853",2724.439941
"854",2733.290039
"855",2727.76001
"856",2721.330078
"857",2689.860107
"858",2724.01001
"859",2705.27002
"860",2734.620117
"861",2746.870117
"862",2748.800049
"863",2772.350098
"864",2770.370117
"865",2779.030029
"866",2782
"867",2786.850098
"868",2775.629883
"869",2782.48999
"870",2779.659912
"871",2773.75
"872",2762.590088
"873",2767.320068
"874",2749.76001
"875",2754.879883
"876",2717.070068
"877",2723.060059
"878",2699.629883
"879",2716.310059
"880",2718.370117
"881",2726.709961
"882",2713.219971
"883",2736.610107
"884",2759.820068
"885",2784.169922
"886",2793.840088
"887",2774.02002
"888",2798.290039
"889",2801.310059
"890",2798.429932
"891",2809.550049
"892",2815.620117
"893",2804.48999
"894",2801.830078
"895",2806.97998
"896",2820.399902
"897",2846.070068
"898",2837.439941
"899",2818.820068
"900",2802.600098
"901",2816.290039
"902",2813.360107
"903",2827.219971
"904",2840.350098
"905",2850.399902
"906",2858.449951
"907",2857.699951
"908",2853.580078
"909",2833.280029
"910",2821.929932
"911",2839.959961
"912",2818.370117
"913",2840.689941
"914",2850.129883
"915",2857.050049
"916",2862.959961
"917",2861.820068
"918",2856.97998
"919",2874.689941
"920",2896.73999
"921",2897.52002
"922",2914.040039
"923",2901.129883
"924",2901.52002
"925",2896.719971
"926",2888.600098
"927",2878.050049
"928",2871.679932
"929",2877.129883
"930",2887.889893
"931",2888.919922
"932",2904.179932
"933",2904.97998
"934",2888.800049
"935",2904.310059
"936",2907.949951
"937",2930.75
"938",2929.669922
"939",2919.370117
"940",2915.560059
"941",2905.969971
"942",2914
"943",2913.97998
"944",2924.590088
"945",2923.429932
"946",2925.51001
"947",2901.610107
"948",2885.570068
"949",2884.429932
"950",2880.340088
"951",2785.679932
"952",2728.370117
"953",2767.129883
"954",2750.790039
"955",2809.919922
"956",2809.209961
"957",2768.780029
"958",2767.780029
"959",2755.879883
"960",2740.689941
"961",2656.100098
"962",2705.570068
"963",2658.689941
"964",2641.25
"965",2682.629883
"966",2711.73999
"967",2740.370117
"968",2723.060059
"969",2738.310059
"970",2755.449951
"971",2813.889893
"972",2806.830078
"973",2781.01001
"974",2726.219971
"975",2722.179932
"976",2701.580078
"977",2730.199951
"978",2736.27002
"979",2690.72998
"980",2641.889893
"981",2649.929932
"982",2632.560059
"983",2673.449951
"984",2682.169922
"985",2743.790039
"986",2737.800049
"987",2760.169922
"988",2790.370117
"989",2700.060059
"990",2695.949951
"991",2633.080078
"992",2637.719971
"993",2636.780029
"994",2651.070068
"995",2650.540039
"996",2599.949951
"997",2545.939941
"998",2546.159912
"999",2506.959961
"1000",2467.419922
"1001",2416.620117
"1002",2351.100098
"1003",2467.699951
"1004",2488.830078
"1005",2485.73999
"1006",2506.850098
"1007",2510.030029
"1008",2447.889893
"1009",2531.939941
"1010",2549.689941
"1011",2574.409912
"1012",2584.959961
"1013",2596.639893
"1014",2596.26001
"1015",2582.610107
"1016",2610.300049
"1017",2616.100098
"1018",2635.959961
"1019",2670.709961
"1020",2632.899902
"1021",2638.699951
"1022",2642.330078
"1023",2664.76001
"1024",2643.850098
"1025",2640
"1026",2681.050049
"1027",2704.100098
"1028",2706.530029
"1029",2724.870117
"1030",2737.699951
"1031",2731.610107
"1032",2706.050049
"1033",2707.879883
"1034",2709.800049
"1035",2744.72998
"1036",2753.030029
"1037",2745.72998
"1038",2775.600098
"1039",2779.76001
"1040",2784.699951
"1041",2774.879883
"1042",2792.669922
"1043",2796.110107
"1044",2793.899902
"1045",2792.379883
"1046",2784.48999
"1047",2803.689941
"1048",2792.810059
"1049",2789.649902
"1050",2771.449951
"1051",2748.929932
"1052",2743.070068
"1053",2783.300049
"1054",2791.52002
"1055",2810.919922
"1056",2808.47998
"1057",2822.47998
"1058",2832.939941
"1059",2832.570068
"1060",2824.22998
"1061",2854.879883
"1062",2800.709961
"1063",2798.360107
"1064",2818.459961
"1065",2805.370117
"1066",2815.439941
"1067",2834.399902
"1068",2867.189941
"1069",2867.23999
"1070",2873.399902
"1071",2879.389893
"1072",2892.73999
"1073",2895.77002
"1074",2878.199951
"1075",2888.209961
"1076",2888.320068
"1077",2907.409912
"1078",2905.580078
"1079",2907.060059
"1080",2900.449951
"1081",2905.030029
"1082",2907.969971
"1083",2933.679932
"1084",2927.25
"1085",2926.169922
"1086",2939.879883
"1087",2943.030029
"1088",2945.830078
"1089",2923.72998
"1090",2917.52002
"1091",2945.639893
"1092",2932.469971
"1093",2884.050049
"1094",2879.419922
"1095",2870.719971
"1096",2881.399902
"1097",2811.870117
"1098",2834.409912
"1099",2850.959961
"1100",2876.320068
"1101",2859.530029
"1102",2840.22998
"1103",2864.360107
"1104",2856.27002
"1105",2822.23999
"1106",2826.060059
"1107",2802.389893
"1108",2783.02002
"1109",2788.860107
"1110",2752.060059
"1111",2744.449951
"1112",2803.27002
"1113",2826.149902
"1114",2843.48999
"1115",2873.340088
"1116",2886.72998
"1117",2885.719971
"1118",2879.840088
"1119",2891.639893
"1120",2886.97998
"1121",2889.669922
"1122",2917.75
"1123",2926.459961
"1124",2954.179932
"1125",2950.459961
"1126",2945.350098
"1127",2917.379883
"1128",2913.780029
"1129",2924.919922
"1130",2941.76001
"1131",2964.330078
"1132",2973.01001
"1133",2995.820068
"1134",2990.409912
"1135",2975.949951
"1136",2979.629883
"1137",2993.070068
"1138",2999.909912
"1139",3013.77002
"1140",3014.300049
"1141",3004.040039
"1142",2984.419922
"1143",2995.110107
"1144",2976.610107
"1145",2985.030029
"1146",3005.469971
"1147",3019.560059
"1148",3003.669922
"1149",3025.860107
"1150",3020.969971
"1151",3013.179932
"1152",2980.379883
"1153",2953.560059
"1154",2932.050049
"1155",2844.73999
"1156",2881.77002
"1157",2883.97998
"1158",2938.090088
"1159",2918.649902
"1160",2882.699951
"1161",2926.320068
"1162",2840.600098
"1163",2847.600098
"1164",2888.679932
"1165",2923.649902
"1166",2900.51001
"1167",2924.429932
"1168",2922.949951
"1169",2847.110107
"1170",2878.379883
"1171",2869.159912
"1172",2887.939941
"1173",2924.580078
"1174",2926.459961
"1175",2906.27002
"1176",2937.780029
"1177",2976
"1178",2978.709961
"1179",2978.429932
"1180",2979.389893
"1181",3000.929932
"1182",3009.570068
"1183",3007.389893
"1184",2997.959961
"1185",3005.699951
"1186",3006.72998
"1187",3006.790039
"1188",2992.070068
"1189",2991.780029
"1190",2966.600098
"1191",2984.870117
"1192",2977.620117
"1193",2961.790039
"1194",2976.73999
"1195",2940.25
"1196",2887.610107
"1197",2910.629883
"1198",2952.01001
"1199",2938.790039
"1200",2893.060059
"1201",2919.399902
"1202",2938.129883
"1203",2970.27002
"1204",2966.149902
"1205",2995.679932
"1206",2989.689941
"1207",2997.949951
"1208",2986.199951
"1209",3006.719971
"1210",2995.98999
"1211",3004.52002
"1212",3010.290039
"1213",3022.550049
"1214",3039.419922
"1215",3036.889893
"1216",3046.77002
"1217",3037.560059
"1218",3066.909912
"1219",3078.27002
"1220",3074.620117
"1221",3076.780029
"1222",3085.179932
"1223",3093.080078
"1224",3087.01001
"1225",3091.840088
"1226",3094.040039
"1227",3096.629883
"1228",3120.459961
"1229",3122.030029
"1230",3120.179932
"1231",3108.459961
"1232",3103.540039
"1233",3110.290039
"1234",3133.639893
"1235",3140.52002
"1236",3153.629883
"1237",3140.97998
"1238",3113.870117
"1239",3093.199951
"1240",3112.76001
"1241",3117.429932
"1242",3145.909912
"1243",3135.959961
"1244",3132.52002
"1245",3141.629883
"1246",3168.570068
"1247",3168.800049
"1248",3191.449951
"1249",3192.52002
"1250",3191.139893
"1251",3205.370117
"1252",3221.219971
"1253",3224.01001
"1254",3223.379883
"1255",3239.909912
"1256",3240.02002
"1257",3221.290039
