,Date,AAPL,ABBV,AMZN,DB,DIS,GOOG,HAL,HSBC,JPM,KO,MCD,MSFT,PFE,XOM
0,2015-01-05,-2.8171375061539217,-1.8819015569180308,-2.0517290123177045,-5.415164664982908,-1.4613301107697985,-2.0845616272583745,-1.9752519824229542,-2.2944613328103713,-3.1045020098746434,0.0,-1.1044502368534048,-0.9195880269680212,-0.542611851882846,-2.7362073551714494
1,2015-01-06,0.009416470070178207,-0.49498284898634726,-2.2833334564125174,-1.596110846383414,-0.5304194335600032,-2.3177092657529097,-0.9816160713209898,-1.4568508411131553,-2.5929115103236033,0.7593773405252247,0.1843595582908586,-1.467725544336962,0.834417986370628,-0.5315866380117495
2,2015-01-07,1.402209966231105,4.041660022372273,1.0599740338593344,1.0578331623691817,1.0229782365128282,-0.1713233828298022,2.6871906530443246,0.7722979048133016,0.1526218035786009,1.248189011478873,1.7424110513733604,1.2705170383608078,1.3685443975134604,1.0132421921349
3,2015-01-08,3.8422078163359075,1.0458578136016028,0.6836019016474904,0.20933857106189002,1.034135747589504,0.3153036586827307,2.1595607679135487,0.3284652138186628,2.23462385802764,1.2096222332876216,0.37226466595288166,2.9418201464925797,2.0408268684019237,1.6644569435182
4,2015-01-09,0.10726384954526935,-2.7354439389180585,-1.1748610100441481,-1.6713071334532037,0.49045744578621875,-1.295054741227608,-1.0196650718231948,-0.5237974113308397,-1.7387005061211491,-1.1032002462834534,-1.2187194960293635,-0.8404909039706254,0.4615297649280148,-0.14093958548603291
5,2015-01-12,-2.464060830897019,-0.030402395466799792,-1.8590241168821242,-0.035411195039758425,0.22280489237958,-0.7295939839584431,-3.1658111591690408,0.08776366434624094,-0.8594693855279556,-0.9063672277383916,-0.21454845579319537,-1.2502805593842314,0.36753260179538394,-1.9218549527813877
6,2015-01-13,0.8878800594352754,-2.880344655321887,1.14272047823194,1.6649081382850373,0.7728275701657905,0.7369831204786959,-0.6486756378614955,0.19726862391356015,0.01702665947982407,-0.02342806216809601,-0.1935046957820319,-0.5150287956270039,-1.0070114599557534,-0.36532995742885044
7,2015-01-14,-0.38108460536345756,0.4890346566827297,-0.498748937494764,0.06967230781265155,-1.0085227724693113,0.9452221525307003,0.1305705812589375,-1.0282242779825146,-3.4500425798438483,-0.164199311347224,-1.3896428661316351,-0.8628282812400356,0.12328984575498136,-0.2888511167319474
8,2015-01-15,-2.713997268250934,-1.2715872359207903,-2.155010661563239,-0.6963723731032379,0.12736272802431614,0.18367874830542696,-2.6343181193065,0.04421830189309528,-3.203651482474712,-0.4229212343614952,-0.17480317264437772,-1.0443824315437333,-0.2462845003446068,-0.8691948268450322
9,2015-01-16,-0.77700655205869,2.6236132678270963,1.320786597364454,0.5259455521293033,0.8796987092870578,1.253511558221665,4.82186330543426,-0.044198757952873535,1.7093655165149046,0.3539075813589809,0.1203772291016092,1.6710963714977378,1.2345812749432472,2.4280512583487956
10,2015-01-20,2.5756949952641772,-1.6888771085920906,-0.44713201976835926,2.2671757883131693,-0.4622838841547572,-0.23224464889823881,1.7888717850915503,0.2652697766805545,-0.3933380782330409,1.4813276376582474,-0.7541988723557935,0.32441447560354053,0.9146084041481428,-0.03292498639814179
11,2015-01-21,0.7634276542797469,-1.1820295089149058,2.69831443733215,1.70533398875381,-0.6016492821544372,2.1976732489431328,2.159182677021154,0.881813335313808,0.3231086133395067,0.4633914812818496,-0.5065818190148064,-1.0131946461869545,-1.3897362806412406,0.8563315934123406
12,2015-01-22,2.6015492423331343,0.4465624681821767,4.3969695198313286,1.4084460458066994,1.0406829412803686,3.156120029009979,0.3195255096944516,2.3601794571783907,3.0417063146983114,0.9686208421336939,0.6087835053280477,2.6350046996449272,0.5208510538202926,1.0884906960380247
13,2015-01-23,0.5160378607755867,-0.8732882095912275,0.6670557333399607,-3.2407372612393015,-0.45191651782445774,1.040438694587409,0.41643569437614936,-0.02135069813818946,-1.580180567479894,-1.073498695084374,-1.4632970899055908,0.10612407665531176,-1.0972124662417593,-2.1320522252115115
14,2015-01-26,0.10620639281828659,0.6407289458402632,-0.8739099022464725,1.3328790110429534,0.2639252799091052,-0.8778587828738305,1.1466259890620334,1.0249556780104196,0.15881502768737565,-0.7158203665826202,1.2393910703438538,-0.36033696602137955,1.0785844916816778,0.9571792452248262
15,2015-01-27,-3.5013330860118153,0.4297344888900323,-0.9397415550576715,-2.596974066922497,-1.052956669746985,-3.0978443507673092,0.09643767727158803,-0.7186548527881476,-1.004050014445268,-1.418602582131523,-1.2131986629046576,-9.253343757983712,-0.6097835219174175,-0.8827012618378594
